City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind Speed
Ilhéus,93,BR,1589680482,91,-14.79,-39.05,73.42,1.48
Nshamba,74,TZ,1589680483,100,-1.8,31.55,61.12,5.59
Kjøllefjord,100,NO,1589680483,94,70.95,27.35,33.19,9.37
Tazovsky,100,RU,1589680483,98,67.47,78.7,35.83,4.52
Alcañiz,66,ES,1589680484,73,41.05,-0.13,55.99,10.0
Balad,0,IQ,1589680484,18,34.02,44.15,79.36,3.74
Geraldton,64,AU,1589680484,37,-28.77,114.6,68.0,5.82
Tasiilaq,60,GL,1589680485,69,65.61,-37.64,35.6,9.17
Mouila,82,GA,1589680485,94,-1.87,11.06,75.36,1.1
Grindavik,0,IS,1589680485,65,63.84,-22.43,41.0,19.46
Bryan,40,US,1589680485,83,30.67,-96.37,71.6,6.93
Camopi,97,GF,1589680486,97,3.17,-52.32,74.1,3.02
Kieta,4,PG,1589680486,71,-6.22,155.63,86.27,5.7
Arlit,90,NE,1589680486,15,18.74,7.39,87.21,7.49
Gouré,0,NE,1589680486,32,13.98,10.27,81.07,4.61
Langsa,98,ID,1589680486,87,4.47,97.97,80.83,0.81
Makkah al Mukarramah,0,SA,1589680450,32,21.43,39.83,88.23,4.21
Gizo Government Station,86,SB,1589680487,69,-8.1,156.84,85.64,2.1
Tiksi,100,RU,1589680487,98,71.69,128.87,27.19,8.23
Ilhabela,26,BR,1589680487,81,-23.78,-45.36,67.62,2.24
Nishihara,75,JP,1589680488,83,26.18,127.76,82.4,9.17
Codrington,0,AU,1589680488,53,-38.27,141.97,59.25,5.59
Nome,90,US,1589680230,70,64.5,-165.41,46.4,4.7
Haines Junction,99,CA,1589680488,41,60.75,-137.51,58.26,4.72
Mormugao,73,IN,1589680489,84,15.4,73.8,83.53,10.16
Okhotsk,93,RU,1589680489,79,59.38,143.3,39.13,5.17
Vigrestad,75,NO,1589680489,81,58.57,5.7,42.8,13.87
Maceió,40,BR,1589680284,94,-9.67,-35.74,75.2,2.24
Kadoshkino,0,RU,1589680490,90,54.03,44.42,39.69,8.05
Bose,100,IT,1589680491,98,45.46,8.01,59.0,3.06
Karratha,73,AU,1589680491,17,-20.74,116.85,77.86,18.7
Provideniya,100,RU,1589680492,63,64.38,-173.3,41.76,5.5
Port-Gentil,98,GA,1589680492,83,-0.72,8.78,82.13,6.82
Longyearbyen,7,SJ,1589680492,69,78.22,15.64,33.8,10.29
Gweta,0,BW,1589680492,35,-20.18,25.23,58.35,9.53
Pearl,40,US,1589680493,83,32.27,-90.13,73.99,11.41
Norman Wells,75,CA,1589680493,54,65.28,-126.83,30.2,21.92
Nizwá,0,OM,1589680214,38,22.93,57.53,78.6,2.98
Willowmore,0,ZA,1589680494,51,-33.29,23.49,46.56,3.0
Alushta,1,UA,1589680494,77,44.67,34.42,54.3,2.66
Kariba,8,ZW,1589680494,71,-16.52,28.8,59.76,2.93
Safford,1,US,1589680494,10,32.83,-109.71,93.2,14.99
Lebu,63,CL,1589680495,96,-37.62,-73.65,57.02,4.27
Peniche,0,PT,1589680231,89,39.36,-9.38,60.01,1.01
Lagunas,99,PE,1589680495,85,-5.23,-75.68,74.62,1.34
Iqaluit,40,CA,1589680495,97,63.75,-68.51,32.0,1.25
Hurghada,63,EG,1589680287,58,27.26,33.81,82.4,3.36
Maputo,3,MZ,1589680496,81,-25.97,32.59,64.0,1.99
George,0,ZA,1589680496,93,-33.96,22.46,48.2,2.24
Chapais,1,CA,1589680497,60,49.78,-74.85,42.8,4.7
Mount Isa,0,AU,1589680497,21,-20.73,139.5,80.6,13.87
Havre-St-Pierre,90,CA,1589680497,75,50.23,-63.6,41.0,5.82
Arcos,42,BR,1589680497,91,-20.28,-45.54,61.59,3.85
Mabini,40,PH,1589680498,79,15.6,120.98,84.2,6.93
Torbay,90,CA,1589680498,98,47.67,-52.73,35.01,5.82
Daşoguz,1,TM,1589680498,67,41.84,59.97,62.6,4.7
Carnarvon,69,AU,1589680498,19,-24.87,113.63,77.36,11.61
Trollhättan Municipality,10,SE,1589680499,70,58.23,12.42,44.6,16.11
Bathsheba,75,BB,1589680499,74,13.22,-59.52,82.4,23.04
Bonavista,79,CA,1589680500,87,48.65,-53.11,34.0,7.0
Subtanjalla,0,PE,1589680500,88,-14.02,-75.76,64.4,9.17
Saskylakh,62,RU,1589680500,97,71.92,114.08,33.42,3.85
Tutóia,100,BR,1589680500,88,-2.76,-42.27,78.17,5.66
Puerto del Rosario,20,ES,1589680501,72,28.5,-13.86,66.2,12.75
Dawlatabad,0,AF,1589680501,33,36.41,64.91,70.83,2.57
Upata,81,VE,1589680501,86,8.01,-62.4,79.0,5.99
Saint-Louis,0,SN,1589680502,27,16.33,-15.0,80.82,14.47
Kahului,40,US,1589680502,48,20.89,-156.47,87.8,23.04
Abangay,38,PH,1589680502,62,10.97,122.65,89.65,2.55
Kuito,0,AO,1589680502,70,-12.38,16.93,51.15,3.4
Mizdah,0,LY,1589680502,20,31.45,12.98,77.22,9.78
Atuona,11,PF,1589680503,78,-9.8,-139.03,81.0,17.34
Valparaíso,0,CL,1589680486,87,-33.04,-71.63,55.4,10.27
Chumikan,87,RU,1589680503,68,54.72,135.31,43.9,11.3
Natitingou,100,BJ,1589680503,75,10.3,1.38,78.01,5.17
Kavieng,5,PG,1589680503,64,-2.57,150.8,86.45,7.65
Izhma,98,RU,1589680504,60,65.01,53.91,43.61,4.85
Fairbanks,20,US,1589680290,24,64.84,-147.72,55.4,14.99
Garissa,23,KE,1589680504,75,-0.45,39.64,76.3,14.16
Upernavik,6,GL,1589680505,97,72.79,-56.15,29.32,9.19
Xining,0,CN,1589680505,30,36.62,101.77,61.84,2.04
Airai,28,TL,1589680505,84,-8.93,125.41,71.4,5.5
Morón,0,AR,1589680213,50,-34.65,-58.62,71.01,1.99
Tahlequah,90,US,1589680505,93,35.92,-94.97,70.0,4.25
Puerto Cabezas,45,NI,1589680506,84,14.04,-83.39,80.24,6.13
Lerwick,40,GB,1589680506,70,60.15,-1.15,42.8,23.04
Salalah,41,OM,1589680506,79,17.02,54.09,82.04,5.99
Talnakh,75,RU,1589680506,93,69.49,88.4,37.4,20.13
Komsomolets,100,KZ,1589680506,77,53.75,62.07,51.96,8.46
Kumluca,0,TR,1589680507,31,36.37,30.29,84.85,10.4
Dandong,100,CN,1589680507,92,40.13,124.39,58.96,7.43
Digha,91,IN,1589680507,70,21.68,87.55,86.52,13.0
Saint-Augustin,45,CA,1589680507,87,51.23,-58.65,34.81,2.66
Maltahöhe,0,NA,1589680508,35,-24.83,16.98,57.54,6.22
Marabu,75,MY,1589680508,89,4.41,114.01,84.2,3.36
General Roca,98,AR,1589680502,52,-39.03,-67.58,68.0,8.05
Córdoba,0,AR,1589680228,58,-31.41,-64.18,70.0,3.36
Stornoway,100,GB,1589680509,93,58.21,-6.39,48.99,6.93
Muros,0,ES,1589680509,74,42.78,-9.06,55.0,1.99
Mahébourg,20,MU,1589680509,94,-20.41,57.7,69.8,4.7
Tūkrah,0,LY,1589680510,30,32.53,20.58,78.94,6.58
Wajir,0,KE,1589680510,80,1.75,40.06,74.35,10.49
Bagamoyo,1,TZ,1589680510,90,-6.43,38.9,70.3,6.67
Villa Carlos Paz,0,AR,1589680510,58,-31.42,-64.5,70.0,3.36
Hobyo,0,SO,1589680510,75,5.35,48.53,82.15,22.15
Rocha,0,UY,1589680511,58,-34.48,-54.33,65.52,13.94
Warrnambool,0,AU,1589680511,77,-38.38,142.48,55.99,4.97
Piaçabuçu,14,BR,1589680511,84,-10.41,-36.43,76.6,4.9
Ossora,96,RU,1589680511,96,59.24,163.07,33.62,3.58
Bougouni,86,ML,1589680512,47,11.42,-7.48,86.0,5.79
Severo-Kuril'sk,100,RU,1589680512,90,50.68,156.12,35.71,16.44
Saint George,1,US,1589680390,14,37.1,-113.58,88.0,9.17
Chu,81,KZ,1589680512,83,43.6,73.76,60.69,7.4
Cabedelo,75,BR,1589680512,94,-6.98,-34.83,77.0,3.36
Bernau bei Berlin,100,DE,1589680513,73,52.68,13.59,51.01,1.99
Thinadhoo,91,MV,1589680513,75,0.53,72.93,85.26,20.22
Henties Bay,0,NA,1589680513,55,-22.12,14.28,64.51,3.6
Mmabatho,0,ZA,1589680514,39,-25.85,25.63,54.01,11.86
Maracaçumé,99,BR,1589680514,94,-2.04,-45.96,74.25,2.51
Shyroke,100,UA,1589680514,75,47.69,33.26,44.6,4.47
Annāmalainagar,90,IN,1589680514,70,11.4,79.73,86.68,5.14
Cedral,0,MX,1589680515,16,23.8,-100.73,76.12,6.44
Portobelo,94,PA,1589680515,88,9.55,-79.65,82.4,4.7
Esso,94,RU,1589680515,84,55.93,158.7,35.58,2.8
Baruun-Urt,100,MN,1589680515,49,46.68,113.28,50.58,15.08
Pueblo Bello,100,CO,1589680516,93,8.2,-76.53,77.88,1.28
Noshiro,75,JP,1589680516,93,40.2,140.02,60.8,2.24
Narsaq,100,GL,1589680516,24,60.92,-46.05,46.4,18.34
Kruisfontein,0,ZA,1589680517,48,-34.0,24.73,50.11,4.45
Menongue,0,AO,1589680517,60,-14.66,17.69,53.58,3.02
Vanavara,100,RU,1589680517,41,60.34,102.28,53.08,4.27
Taltal,46,CL,1589680517,77,-25.4,-70.48,59.43,3.58
Sinor,21,IN,1589680518,48,21.92,73.33,85.8,4.38
Waipawa,42,NZ,1589680518,87,-41.41,175.52,57.2,12.75
Lorengau,13,PG,1589680518,72,-2.02,147.27,86.43,10.71
Listvyanka,100,RU,1589680519,54,51.85,104.87,46.4,1.48
Grand Gaube,1,MU,1589680519,83,-20.01,57.66,72.0,1.99
Pecos,1,US,1589680519,25,31.42,-103.49,86.0,12.75
Clyde River,1,CA,1589680519,79,70.47,-68.59,21.2,8.05
Acapulco de Juárez,20,MX,1589680454,66,16.86,-99.89,84.2,4.7
Santa Maria,0,BR,1589680520,78,-29.68,-53.81,54.72,3.98
Fortuna,90,US,1589680520,93,40.6,-124.16,60.01,5.82
Kashan,0,IR,1589680521,22,33.98,51.44,75.04,2.66
Labuhan,7,ID,1589680521,78,-6.88,112.21,83.16,7.11
Comodoro Rivadavia,29,AR,1589680521,47,-45.87,-67.5,55.4,29.97
Tuatapere,0,NZ,1589680521,61,-46.13,167.68,56.79,0.54
Syców,24,PL,1589680521,93,51.31,17.72,45.0,2.24
Cayenne,90,GF,1589680522,83,4.93,-52.33,80.6,6.93
Nanortalik,100,GL,1589680522,81,60.14,-45.24,39.9,6.06
Kyabé,42,TD,1589680522,66,9.45,18.94,80.2,4.79
Oranjemund,0,NA,1589680523,45,-28.55,16.43,61.07,4.27
Gorontalo,3,ID,1589680523,56,0.54,123.06,90.37,3.11
Ulkan,30,RU,1589680523,34,57.24,107.32,59.29,1.07
Terrace,90,CA,1589680368,39,54.52,-128.6,66.2,6.93
Vila,0,PT,1589680524,89,42.03,-8.16,51.01,4.5
Tianpeng,49,CN,1589680524,1,30.99,103.94,86.0,4.41
Beyneu,100,KZ,1589680524,60,45.32,55.2,66.63,10.13
Souillac,20,MU,1589680524,94,-20.52,57.52,69.8,4.7
Belmonte,75,BR,1589680525,94,-15.86,-38.88,73.4,1.12
Turukhansk,100,RU,1589680525,85,65.82,87.98,45.52,11.65
Bulakamba,38,ID,1589680525,72,-6.87,108.96,84.83,6.67
Zhuhai,20,CN,1589680525,79,22.28,113.57,88.0,5.82
Kärdla,100,EE,1589680526,93,59.0,22.75,36.0,3.0
Departamento de Maldonado,0,UY,1589680526,60,-34.67,-54.92,69.01,13.87
Amboise,0,FR,1589680526,81,47.41,0.98,50.0,4.7
Rome,1,US,1589680327,66,43.21,-75.46,55.4,5.82
Prince Rupert,1,CA,1589680527,63,54.32,-130.32,60.8,5.82
Banjar,1,ID,1589680527,60,-8.19,114.97,88.48,1.9
Opuwo,0,NA,1589680527,33,-18.06,13.84,60.57,7.27
Inverness,100,GB,1589680527,82,57.48,-4.22,50.0,1.99
Mandalgovi,0,MN,1589680528,56,45.76,106.27,43.77,23.98
Siedlce,0,PL,1589680528,81,52.17,22.29,39.0,8.3
Maragheh,71,IR,1589680528,44,37.39,46.24,58.95,0.69
Taoudenni,0,ML,1589680528,17,22.68,-3.98,77.95,11.03
Tura,1,IN,1589680528,82,25.52,90.22,80.26,5.28
São Félix do Xingu,99,BR,1589680529,94,-6.64,-51.99,72.99,1.59
Blagoveshchensk,20,RU,1589680529,41,50.27,127.53,59.0,13.42
Lichuan,100,CN,1589680529,66,30.3,108.85,72.54,1.86
Itoman,75,JP,1589680530,94,26.12,127.67,82.4,16.11
Bengkulu,100,ID,1589680256,67,-3.8,102.27,84.85,2.44
Meulaboh,100,ID,1589680531,95,4.14,96.13,75.24,7.63
San Cristobal,100,VE,1589680531,86,7.77,-72.22,67.23,3.51
Saldanha,0,ZA,1589680531,81,-33.01,17.94,48.2,3.36
Lompoc,1,US,1589680367,63,34.64,-120.46,64.4,13.87
Bétaré Oya,100,CM,1589680531,92,5.6,14.08,68.31,0.16
Batagay-Alyta,75,RU,1589680532,84,67.8,130.41,35.92,2.08
Glenluce,100,GB,1589680532,91,54.88,-4.81,50.0,3.0
Sola,96,VU,1589680532,84,-13.88,167.55,80.4,18.16
Dabola,85,GN,1589680533,73,10.75,-11.12,79.14,4.23
Sinnamary,99,GF,1589680533,86,5.38,-52.95,77.85,11.79
Klaksvík,100,FO,1589680533,80,62.23,-6.59,39.2,12.75
Cidreira,0,BR,1589680533,71,-30.18,-50.21,61.68,12.39
Barcelos,0,PT,1589680534,93,41.54,-8.62,61.0,8.05
Vardø,100,NO,1589680534,96,70.37,31.11,32.94,4.34
Kudahuvadhoo,100,MV,1589680534,78,2.67,72.89,85.21,17.67
Chāndūr Bāzār,1,IN,1589680534,25,21.24,77.75,96.91,0.92
Obo,89,CF,1589680535,97,5.4,26.49,68.76,3.53
Persianovskiy,0,RU,1589680535,93,47.51,40.11,44.01,2.24
Flinders,39,AU,1589680535,59,-34.58,150.86,66.99,5.82
Nara,75,JP,1589680464,73,34.69,135.8,73.0,3.36
Marsabit,65,KE,1589680535,100,2.33,37.99,62.8,15.19
Guarda,0,PT,1589680254,77,40.54,-7.27,54.0,5.01
Sept-Îles,75,CA,1589680381,61,50.2,-66.38,50.0,2.95
Blackfoot,20,US,1589680536,36,43.19,-112.34,62.6,5.82
Shingū,40,JP,1589680536,78,33.73,135.98,71.6,12.75
Roald,100,NO,1589680536,86,62.58,6.13,41.0,21.92
Caravelas,100,BR,1589680537,93,-17.71,-39.25,73.47,15.01
Stara Vyzhivka,0,UA,1589680537,90,51.44,24.44,39.9,7.2
Nantucket,1,US,1589680269,87,41.28,-70.1,50.0,8.05
Porto Santo,40,PT,1589680538,51,33.07,-16.34,62.6,6.93
Hasaki,20,JP,1589680538,69,35.73,140.83,80.01,2.24
Nuuk,12,GL,1589680538,93,64.18,-51.72,35.6,19.46
Sol'vychegodsk,100,RU,1589680538,76,61.33,46.92,40.3,4.41
Illescas,20,ES,1589680539,62,40.12,-3.85,55.99,5.82
Savannah Bight,62,HN,1589680539,82,16.45,-85.85,83.86,25.46
Salaga,96,GH,1589680539,79,8.55,-0.52,81.09,5.99
Mikkeli,90,FI,1589680539,100,61.69,27.27,35.6,9.17
Cairns,40,AU,1589680517,54,-16.92,145.77,80.6,19.46
Balkanabat,0,TM,1589680540,33,39.51,54.37,73.4,1.03
Khanbari,9,NP,1589680540,47,27.37,87.2,80.53,1.54
Margate,42,GB,1589680356,55,51.38,1.39,50.0,7.38
Yar-Sale,100,RU,1589680541,97,66.83,70.83,34.56,2.95
Dongzhen,79,CN,1589680541,72,22.38,110.94,83.59,6.24
Touros,20,BR,1589680541,100,-5.2,-35.46,73.4,3.36
Shaturtorf,90,RU,1589680542,91,55.57,39.42,42.06,8.88
Novomykolayivka,0,UA,1589680542,73,47.98,35.91,46.99,6.82
Laguna,75,US,1589680542,46,38.42,-121.42,72.0,17.22
Eyrarbakki,4,IS,1589680542,56,63.86,-21.15,41.0,11.41
Voh,67,NC,1589680543,64,-20.97,164.7,78.62,9.37
Bereda,65,ES,1589680543,100,43.27,-7.54,45.0,1.01
East London,42,ZA,1589680543,41,-33.02,27.91,58.89,6.08
Asău,17,RO,1589680544,85,46.43,26.4,48.0,3.47
Humaitá,82,BR,1589680544,95,-7.51,-63.02,75.2,1.36
Socorro,5,US,1589680545,9,31.65,-106.3,91.4,10.29
